Latitude,Longitude,Elevation,Slope,BIO01_Historical_Mean,BIO05_Historical_Max,BIO06_Historical_Min,BIO12_Historical_Prec,BIO13_Historical_Prec,BIO15_Historical_Prec,Aspect
46.43799841700511,11.47776059362148,1116,21,12.3125,29.3,0.4,611.0,74.0,31.7,239
46.60710453296572,11.139770722003448,678,12,14.170833,31.6,1.6,676.0,76.0,24.2,30
46.451371049023166,11.466460364625348,1273,14,11.766666,28.5,0.3,587.0,74.0,34.8,211
46.5587549670059,10.56120267449884,1607,10,8.833333,25.3,-2.5,422.0,51.0,32.1,238
46.98609443925796,11.200891000363136,2508,12,2.8541667,16.8,-6.0,1064.0,106.0,12.3,338
46.35362342124306,11.61998250690712,1370,17,10.570834,27.0,-0.7,666.0,85.0,35.8,151
46.59495397592836,10.687466121493449,1736,22,8.641666,24.3,-1.9,388.0,47.0,30.6,38
46.24583603047749,11.824582059701507,1545,19,9.500001,25.5,-1.8,818.0,100.0,32.2,242
46.37416179141298,10.897582234165078,1088,23,11.745833,28.9,-0.5,511.0,61.0,31.1,225
46.71624730492222,11.6551807383111,563,3,14.408333,32.4,1.0,784.0,88.0,22.6,94
46.46123281951834,11.308235643451416,242,8,16.470833,35.0,2.5,807.0,97.0,21.6,102
46.46196144119681,10.761364813828123,2507,19,2.7375,17.4,-6.9,486.0,50.0,12.2,201
46.53384191588461,11.656872113061226,1844,4,8.129167,24.2,-2.5,778.0,96.0,30.1,102
46.77088696922051,12.10856823426976,1254,10,10.716667,27.9,-1.5,720.0,90.0,30.4,157
46.979319592164224,10.52532231202321,1467,17,9.400001,25.8,-1.4,759.0,85.0,20.6,186
46.47188518655179,12.01218497689958,2076,13,6.8333325,21.8,-3.7,1080.0,121.0,23.0,168
46.77323953248494,10.951224459607786,2962,19,-0.04583331,13.3,-8.8,1132.0,124.0,15.7,190
46.54068525962174,10.824701709863394,2662,14,2.5291665,16.5,-6.5,631.0,60.0,11.4,348
46.47753368964874,11.73940501018854,1531,12,9.354167,25.8,-1.8,755.0,95.0,34.4,144
46.681266753230766,10.889359199766256,2577,14,3.2749996,17.3,-5.6,731.0,72.0,12.2,332
46.84635516033129,12.31359811525641,2311,19,4.7250004,19.7,-5.3,1276.0,129.0,12.9,45
46.96694953930842,11.239431014854278,2948,15,0.020833453,13.2,-8.3,1375.0,152.0,15.9,273
46.68345032742559,11.11113432249941,516,17,14.749999,32.4,1.7,740.0,83.0,22.6,167
46.488372787226666,10.585090462075447,2547,12,2.1499999,16.5,-7.4,587.0,59.0,10.1,19
46.658975991325846,11.89797322258725,1426,10,10.1375,26.8,-1.3,764.0,97.0,33.0,349
46.44911181827963,11.635644817016583,2015,10,6.9249997,21.9,-3.3,816.0,100.0,29.4,77
46.28878583742991,12.000590562068878,950,17,12.745833,30.1,0.0,765.0,89.0,24.9,49
46.38760453149945,11.944581241260146,1605,19,9.5625,25.5,-1.5,877.0,106.0,30.4,180
