Datum,Latitude,Longitude,UUID,MOVEMENT_C,MOVEMENT_D,GroundTemperature_K
2021-08-09 00:00:00,46.8920815335991,11.407146326332382,ad6bea96-25de-11ec-83a5-0242ac130002,2.0,Gleitung rotational/translational,283.76220703125
2021-08-05 00:00:00,46.439694016427765,11.479957914985631,7bad5f94-3899-11ec-b20a-0242ac130002,2.0,Gleitung rotational/translational,285.04345703125
2021-08-05 00:00:00,46.87713260842906,11.492272443680097,fc0d508c-2786-11ec-9924-0242ac130002,2.0,Gleitung rotational/translational,282.59228515625
2021-08-09 00:00:00,46.89012953717707,11.455083352876368,22ceb5e8-389a-11ec-82e3-0242ac130002,2.0,Gleitung rotational/translational,283.76220703125
2021-08-05 00:00:00,46.48512789628533,11.438533921734685,aaa42eb6-389b-11ec-aac5-0242ac130002,2.0,Gleitung rotational/translational,288.87744140625
2021-08-05 00:00:00,46.53931421594158,11.388833833101238,a1bf39c0-389c-11ec-8aad-0242ac130002,2.0,Gleitung rotational/translational,286.90576171875
2021-08-08 00:00:00,46.87557337934325,11.49720301415909,e7f7b3e0-389c-11ec-aba8-0242ac130002,2.0,Gleitung rotational/translational,285.0810546875
2020-12-08 00:00:00,46.48833504854909,11.24696177673015,4a2cd72a-4860-11ec-8b77-0242ac13000d,2.0,Gleitung rotational/translational,271.7713317871094
2020-12-05 00:00:00,46.48020445847947,11.26211888112004,959df324-4879-11ec-9060-0242ac13000d,2.0,Gleitung rotational/translational,272.95697021484375
2021-08-01 00:00:00,46.650196641680076,11.361238427619169,801b88e4-389e-11ec-9225-0242ac130002,2.0,Gleitung rotational/translational,286.236083984375
2021-08-08 00:00:00,46.87631852966007,11.424746909111175,f74a9b4e-389e-11ec-a2e0-0242ac130002,2.0,Gleitung rotational/translational,284.6953125
2021-08-08 00:00:00,46.86259739826822,11.484053217456223,43c20818-389f-11ec-8478-0242ac130002,2.0,Gleitung rotational/translational,285.0810546875
2021-08-15 19:00:00,46.74019373594007,11.437264466866798,1c90eb22-38c4-11ec-9e7a-0242ac130002,2.0,Gleitung rotational/translational,289.07275390625
2020-12-05 00:00:00,46.56460914288428,11.52396537711623,9b0dbf88-3e60-11ec-855a-0242ac13000d,2.0,Gleitung rotational/translational,272.85736083984375
2020-12-05 00:00:00,46.26870126445248,11.241097905787203,81004bd0-487c-11ec-87fd-0242ac13000d,2.0,Gleitung rotational/translational,273.16009521484375
2020-06-22 00:00:00,46.92747877937543,11.98977417877497,583b2802-a14e-11ec-ba7c-0242ac13000d,5.0,Schnelles Fliessen (Mure),281.716796875
2021-08-05 00:00:00,46.9021462855348,11.878095559361153,ecaae614-4175-11ec-8520-0242ac13000d,2.0,Gleitung rotational/translational,283.04833984375
2021-08-05 00:00:00,46.89989438416883,11.852021483227517,6c0edb86-4176-11ec-8167-0242ac13000d,2.0,Gleitung rotational/translational,283.04833984375
